Client,DepartementId,DepartementName,DivisionId,DivisionName,EmployeeActionReasonTypeCode,EmployeeActionReasonTypeText,EmployeeActionTypeCode,EmployeeActionTypeText,EmployeeAssignedCompanyCode,EmployeeAssignedCompanyText,EmployeeAssignedPersonnelAreaCode,EmployeeAssignedPersonnelAreaText,EmployeeAssignedPersonnelSubareaCode,EmployeeAssignedPersonnelSubareaText,EmployeeAssignedEmployeeGroupCode,EmployeeAssignedCostCenterId,EmployeeAssignedCostCenterText,EmployeeAssignedEmployeeGroupText,EmployeeAssignedEndDate,EmployeeAssignedSMJDate,EmployeeAssignedStartDate,EmployeeAssignedWorkContractCode,EmployeeAssignedWorkContractText,EmployeeAssignmentId,EmployeeCoorporateEmail,EmployeeFullName,EmployeeHiringDate,EmployeeId,EmployeeMobilePhoneNumber,EmployeePersonalEmail,EmployeePlannedPensionDate,EmploymentStatusCode,EmploymentStatusText,EndPeriod,JobId,JobName,OrganizationId,OrganizationName,PositionId,PositionName,PositionNameLongText,StartPeriod,SuperiorEmployeeId,SuperiorFullName,SuperiorPjsEmployeeId,SuperiorPjsFullName
100,10147037,Distribution Department,10108037,Distribution Operations Division,ZH,Perbantuan (Subholding) non SAP,ZH,Perbantuan (Subholding) non SAP,2042,PT Pertamina Retail,Z044,Kantor Pertamina Retail Subholding 44,Z044,Kantor Retail Subholding 44,1,DC100039,Talent Acquisition Manager,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1140,Regular emp.,EMASG039,,Pandu Wijaya 4,1993-02-15T00:00:00,DUM0233779,123456789,,2027-07-01T00:00:00,3,Active,999912,987654605,Generalist/ ExecutionBusinessDevelopment,D68574206,Business Development Management,DP00000309,(mov) Human Resources Operations Head,(mov) Human Resources Operations Head,202501,DUM0233741,Andika Pratama 4,,
100,10147038,Manufacturing Department,10108038,Manufacturing Operations Division,Y2,Promosi,Y2,Promosi,2033,PT PTK,Z040,Kantor Pertamina PT PTK Subholding 40,Z040,Kantor PT PTK Subholding 40,1,DC100040,Talent Management Lead,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1141,Regular emp.,EMASG040,,Rani Oktaviani 4,1993-02-15T00:00:00,DUM0233780,123456789,,2027-07-01T00:00:00,3,Active,999912,987654606,Generalist/ ExecutionCorporateStrategy,D79685317,Corporate Strategy Management,DP00000310,(mov) Talent Acquisition Manager,(mov) Talent Acquisition Manager,202501,DUM0233741,Andika Pratama 4,,
100,10147039,Production Planning Department,10108039,Production Planning Division,Y5,Demosi,Y5,Demosi,2033,PT PTK,Z041,Kantor Pertamina PT PTK Subholding 41,Z041,Kantor PT PTK Subholding 41,1,DC100041,Learning and Development Manager,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1142,Regular emp.,EMASG041,,Satria Hidayat 4,1993-02-15T00:00:00,DUM0233781,123456789,,2027-07-01T00:00:00,3,Active,999912,987654607,Generalist/ ExecutionStrategicPlanning,D80796428,Strategic Planning Management,DP00000311,(mov) Talent Management Lead,(mov) Talent Management Lead,202501,DUM0233741,Andika Pratama 4,DUM0233742,Budi Santoso 4
100,10147040,Engineering Department,10108040,Engineering Services Division,92,tugas belajar,92,tugas belajar,2033,PT PTK,Z042,Kantor Pertamina PT PTK Subholding 42,Z042,Kantor PT PTK Subholding 42,1,DC100042,Compensation and Benefits Supervisor,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1143,Regular emp.,EMASG042,,Tiara Anggraini 4,1993-02-15T00:00:00,DUM0233782,123456789,,2027-07-01T00:00:00,3,Active,999912,987654608,Generalist/ ExecutionBusinessTransformation,D91807539,Business Transformation Management,DP00000312,(mov) Learning and Development Manager,(mov) Learning and Development Manager,202501,,,,
100,10147041,Maintenance Department,10108041,Maintenance Operations Division,Y4,Rotasi,Y4,Rotasi,2050,PT Patra Logistik,Z048,Kantor Pertamina Patra Logistik Subholding 48,Z048,Kantor Patra Logistik Subholding 48,1,DC100043,Employee Relations Manager,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1144,Regular emp.,EMASG043,,Ulfa Ramadhani 4,1993-02-15T00:00:00,DUM0233783,123456789,,2027-07-01T00:00:00,3,Active,999912,987654609,Generalist/ ExecutionCorporateDevelopment,D12918640,Corporate Development Management,DP00000313,(mov) Compensation and Benefits Supervisor,(mov) Compensation and Benefits Supervisor,202501,DUM0233741,Andika Pratama 4,DUM0233742,Budi Santoso 4
100,10147042,Business Process Department,10108042,Process Management Division,ZH,Perbantuan (Subholding) non SAP,ZH,Perbantuan (Subholding) non SAP,2050,PT Patra Logistik,Z049,Kantor Pertamina Patra Logistik Subholding 49,Z049,Kantor Patra Logistik Subholding 49,1,DC100044,Workforce Planning Lead,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1145,Regular emp.,EMASG044,,Vicky Prakoso 4,1993-02-15T00:00:00,DUM0233784,123456789,,2027-07-01T00:00:00,3,Active,999912,987654610,Generalist/ ExecutionInvestment,D23029751,Investment Management,DP00000314,(mov) Employee Relations Manager,(mov) Employee Relations Manager,202501,DUM0233741,Andika Pratama 4,,
100,10147043,Business Intelligence Department,10108043,BI Solutions Division,Y2,Promosi,Y2,Promosi,2042,PT Pertamina Retail,Z045,Kantor Pertamina Retail Subholding 45,Z045,Kantor Retail Subholding 45,1,DC100045,Organization Development Head,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1146,Regular emp.,EMASG045,,Wulan Sari 4,1993-02-15T00:00:00,DUM0233785,123456789,,2027-07-01T00:00:00,3,Active,999912,987654611,Generalist/ ExecutionPartnership,D34130862,Partnership Management,DP00000315,(mov) Workforce Planning Lead,(mov) Workforce Planning Lead,202501,DUM0233741,Andika Pratama 4,,
100,10147044,Information Security Department,10108044,Information Security Governance Division,Y5,Demosi,Y5,Demosi,2042,PT Pertamina Retail,Z046,Kantor Pertamina Retail Subholding 46,Z046,Kantor Retail Subholding 46,1,DC100046,Employee Experience Manager,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1147,Regular emp.,EMASG046,,Yoga Kurniawan 4,1993-02-15T00:00:00,DUM0233786,123456789,,2027-07-01T00:00:00,3,Active,999912,987654612,Generalist/ ExecutionCorporateCommunication,D45241973,Corporate Communication Management,DP00000316,(mov) Organization Development Head,(mov) Organization Development Head,202501,DUM0233741,Andika Pratama 4,DUM0233742,Budi Santoso 4
100,10147045,Identity Management Department,10108045,Identity Lifecycle Division,92,tugas belajar,92,tugas belajar,2042,PT Pertamina Retail,Z047,Kantor Pertamina Retail Subholding 47,Z047,Kantor Retail Subholding 47,1,DC100047,Payroll Operations Supervisor,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1148,Regular emp.,EMASG047,,Zaki Maulana 4,1993-02-15T00:00:00,DUM0233787,123456789,,2027-07-01T00:00:00,3,Active,999912,987654613,Generalist/ ExecutionPublicRelations,D56352084,Public Relations Management,DP00000317,(mov) Employee Experience Manager,(mov) Employee Experience Manager,202501,,,,
100,10147046,Access Management Department,10108046,Access Control Division,Y4,Rotasi,Y4,Rotasi,2053,PT Patra Trading,Z055,Kantor Pertamina Patra Trading Subholding 55,Z055,Kantor Patra Trading Subholding 55,1,DC100048,HR Technology Manager,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1149,Regular emp.,EMASG048,,Arif Setiawan 4,1993-02-15T00:00:00,DUM0233788,123456789,,2027-07-01T00:00:00,3,Active,999912,987654614,Generalist/ ExecutionExternalAffairs,D67463195,External Affairs Management,DP00000318,(mov) Payroll Operations Supervisor,(mov) Payroll Operations Supervisor,202501,DUM0233741,Andika Pratama 4,DUM0233742,Budi Santoso 4
100,10147047,Infrastructure Services Department,10108047,Infrastructure Services Division,ZH,Perbantuan (Subholding) non SAP,ZH,Perbantuan (Subholding) non SAP,2053,PT Patra Trading,Z056,Kantor Pertamina Patra Trading Subholding 56,Z056,Kantor Patra Trading Subholding 56,1,DC100049,HR Analytics Lead,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1150,Regular emp.,EMASG049,,Bella Maharani 4,1993-02-15T00:00:00,DUM0233789,123456789,,2027-07-01T00:00:00,3,Active,999912,987654615,Generalist/ ExecutionGovernmentRelations,D78574206,Government Relations Management,DP00000319,(mov) HR Technology Manager,(mov) HR Technology Manager,202501,DUM0233741,Andika Pratama 4,,
100,10147048,Service Desk Department,10108048,Service Desk Operations Division,Y2,Promosi,Y2,Promosi,2050,PT Patra Logistik,Z050,Kantor Pertamina Patra Logistik Subholding 50,Z050,Kantor Patra Logistik Subholding 50,1,DC100050,Corporate Planning Head,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1151,Regular emp.,EMASG050,,Cahyo Nugroho 4,1993-02-15T00:00:00,DUM0233790,123456789,,2027-07-01T00:00:00,3,Active,999912,987654616,Generalist/ ExecutionLegalAffairs,D89685317,Legal Affairs Management,DP00000320,(mov) HR Analytics Lead,(mov) HR Analytics Lead,202501,DUM0233741,Andika Pratama 4,,
100,10147049,Technical Support Department,10108049,Technical Support Division,Y5,Demosi,Y5,Demosi,2050,PT Patra Logistik,Z051,Kantor Pertamina Patra Logistik Subholding 51,Z051,Kantor Patra Logistik Subholding 51,1,DC100051,Strategic Planning Manager,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1152,Regular emp.,EMASG051,,Dinda Permata 4,1993-02-15T00:00:00,DUM0233791,123456789,,2027-07-01T00:00:00,3,Active,999912,987654617,Generalist/ ExecutionCorporateLegal,D90796428,Corporate Legal Management,DP00000321,(mov) Corporate Planning Head,(mov) Corporate Planning Head,202501,DUM0233741,Andika Pratama 4,DUM0233742,Budi Santoso 4
100,10147050,Application Support Department,10108050,Application Support Division,92,tugas belajar,92,tugas belajar,2050,PT Patra Logistik,Z052,Kantor Pertamina Patra Logistik Subholding 52,Z052,Kantor Patra Logistik Subholding 52,1,DC100052,Business Development Senior Manager,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1153,Regular emp.,EMASG052,,Evan Pratama 4,1993-02-15T00:00:00,DUM0233792,123456789,,2027-07-01T00:00:00,3,Active,999912,987654618,Generalist/ ExecutionRegulatoryAffairs,D11807539,Regulatory Affairs Management,DP00000322,(mov) Strategic Planning Manager,(mov) Strategic Planning Manager,202501,,,,
100,10147051,Database Administration Department,10108051,Database Operations Division,Y4,Rotasi,Y4,Rotasi,2059,PT Pertamina Port & Logis,Z058,Kantor Pertamina Port & Logis Subholding 58,Z058,Kantor Port & Logis Subholding 58,1,DC100053,Corporate Development Lead,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1154,Regular emp.,EMASG053,,Farhan Hakim 4,1993-02-15T00:00:00,DUM0233793,123456789,,2027-07-01T00:00:00,3,Active,999912,987654619,Generalist/ ExecutionCompliance,D22918640,Compliance Management,DP00000323,(mov) Business Development Senior Manager,(mov) Business Development Senior Manager,202501,DUM0233741,Andika Pratama 4,DUM0233742,Budi Santoso 4
100,10147052,Cloud Infrastructure Department,10108052,Cloud Operations Division,ZH,Perbantuan (Subholding) non SAP,ZH,Perbantuan (Subholding) non SAP,2059,PT Pertamina Port & Logis,Z059,Kantor Pertamina Port & Logis Subholding 59,Z059,Kantor Port & Logis Subholding 59,1,DC100054,Business Transformation Manager,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1155,Regular emp.,EMASG054,,Gita Lestari 4,1993-02-15T00:00:00,DUM0233794,123456789,,2027-07-01T00:00:00,3,Active,999912,987654620,Generalist/ ExecutionRiskManagement,D33029751,Risk Management,DP00000324,(mov) Corporate Development Lead,(mov) Corporate Development Lead,202501,DUM0233741,Andika Pratama 4,,
100,10147053,DevOps Department,10108053,DevOps Engineering Division,Y2,Promosi,Y2,Promosi,2053,PT Patra Trading,Z055,Kantor Pertamina Patra Trading Subholding 55,Z055,Kantor Patra Trading Subholding 55,1,DC100055,Digital Transformation Head,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1156,Regular emp.,EMASG055,,Haris Wijaya 4,1993-02-15T00:00:00,DUM0233795,123456789,,2027-07-01T00:00:00,3,Active,999912,987654621,Generalist/ ExecutionEnterpriseRisk,D44130862,Enterprise Risk Management,DP00000325,(mov) Business Transformation Manager,(mov) Business Transformation Manager,202501,DUM0233741,Andika Pratama 4,,
100,10147054,Software Engineering Department,10108054,Software Engineering Division,Y5,Demosi,Y5,Demosi,2053,PT Patra Trading,Z056,Kantor Pertamina Patra Trading Subholding 56,Z056,Kantor Patra Trading Subholding 56,1,DC100056,Technology Transformation Manager,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1157,Regular emp.,EMASG056,,Intan Wulandari 4,1993-02-15T00:00:00,DUM0233796,123456789,,2027-07-01T00:00:00,3,Active,999912,987654622,Generalist/ ExecutionOperationalRisk,D55241973,Operational Risk Management,DP00000326,(mov) Digital Transformation Head,(mov) Digital Transformation Head,202501,DUM0233741,Andika Pratama 4,DUM0233742,Budi Santoso 4
100,10147055,Quality Control Department,10108055,Quality Control Division,92,tugas belajar,92,tugas belajar,2053,PT Patra Trading,Z057,Kantor Pertamina Patra Trading Subholding 57,Z057,Kantor Patra Trading Subholding 57,1,DC100057,Strategy Execution Lead,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1158,Regular emp.,EMASG057,,Jefri Saputra 4,1993-02-15T00:00:00,DUM0233797,123456789,,2027-07-01T00:00:00,3,Active,999912,987654623,Generalist/ ExecutionFraudRisk,D66352084,Fraud Risk Management,DP00000327,(mov) Technology Transformation Manager,(mov) Technology Transformation Manager,202501,,,,
100,10147056,Vendor Management Department,10108056,Vendor Governance Division,Y4,Rotasi,Y4,Rotasi,2060,PT Pertamina Marine Solut,Z063,Kantor Pertamina Marine Solut Subholding 63,Z063,Kantor Marine Solut Subholding 63,1,DC100058,Enterprise PMO Head,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1159,Regular emp.,EMASG058,,Kania Ramadhani 4,1993-02-15T00:00:00,DUM0233798,123456789,,2027-07-01T00:00:00,3,Active,999912,987654624,Generalist/ ExecutionInternalControl,D77463195,Internal Control Management,DP00000328,(mov) Strategy Execution Lead,(mov) Strategy Execution Lead,202501,DUM0233741,Andika Pratama 4,DUM0233742,Budi Santoso 4
100,10147057,Contract Management Department,10108057,Contract Administration Division,ZH,Perbantuan (Subholding) non SAP,ZH,Perbantuan (Subholding) non SAP,2060,PT Pertamina Marine Solut,Z064,Kantor Pertamina Marine Solut Subholding 64,Z064,Kantor Marine Solut Subholding 64,1,DC100059,Program Management Manager,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1160,Regular emp.,EMASG059,,Leo Firmansyah 4,1993-02-15T00:00:00,DUM0233799,123456789,,2027-07-01T00:00:00,3,Active,999912,987654625,Generalist/ ExecutionInternalAudit,D88574206,Internal Audit Management,DP00000329,(mov) Enterprise PMO Head,(mov) Enterprise PMO Head,202501,DUM0233741,Andika Pratama 4,,
100,10147058,Asset Management Department,10108058,IT Asset Management Division,Y2,Promosi,Y2,Promosi,2059,PT Pertamina Port & Logis,Z060,Kantor Pertamina Port & Logis Subholding 60,Z060,Kantor Port & Logis Subholding 60,1,DC100060,Project Management Lead,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1161,Regular emp.,EMASG060,,Mila Anggraini 4,1993-02-15T00:00:00,DUM0233800,123456789,,2027-07-01T00:00:00,3,Active,999912,987654626,Generalist/ ExecutionInformationSecurity,D99685317,Information Security Management,DP00000330,(mov) Program Management Manager,(mov) Program Management Manager,202501,DUM0233741,Andika Pratama 4,,
100,10147059,Talent Management Department,10108059,Talent Development Division,Y5,Demosi,Y5,Demosi,2059,PT Pertamina Port & Logis,Z061,Kantor Pertamina Port & Logis Subholding 61,Z061,Kantor Port & Logis Subholding 61,1,DC100061,Portfolio Management Head,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1162,Regular emp.,EMASG061,,Naufal Prakoso 4,1993-02-15T00:00:00,DUM0233801,123456789,,2027-07-01T00:00:00,3,Active,999912,987654627,Generalist/ ExecutionCyberSecurity,D10796428,Cyber Security Management,DP00000331,(mov) Project Management Lead,(mov) Project Management Lead,202501,DUM0233741,Andika Pratama 4,DUM0233742,Budi Santoso 4
100,10147060,Recruitment Department,10108060,Talent Acquisition Division,92,tugas belajar,92,tugas belajar,2059,PT Pertamina Port & Logis,Z062,Kantor Pertamina Port & Logis Subholding 62,Z062,Kantor Port & Logis Subholding 62,1,DC100062,Change Management Manager,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1163,Regular emp.,EMASG062,,Olivya Kartika 4,1993-02-15T00:00:00,DUM0233802,123456789,,2027-07-01T00:00:00,3,Active,999912,987654628,Generalist/ ExecutionSecurityOperations,D21807539,Security Operations Management,DP00000332,(mov) Portfolio Management Head,(mov) Portfolio Management Head,202501,,,,
100,10147061,Learning and Development Department,10108061,Learning Services Division,Y4,Rotasi,Y4,Rotasi,2061,PT Pertamina Energy Termi,Z068,Kantor Pertamina Energy Termi Subholding 68,Z068,Kantor Energy Termi Subholding 68,1,DC100063,Process Excellence Lead,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1164,Regular emp.,EMASG063,,Prima Hidayat 4,1993-02-15T00:00:00,DUM0233803,123456789,,2027-07-01T00:00:00,3,Active,999912,987654629,Generalist/ ExecutionIdentityAccess,D32918640,Identity Access Management,DP00000333,(mov) Change Management Manager,(mov) Change Management Manager,202501,DUM0233741,Andika Pratama 4,DUM0233742,Budi Santoso 4
100,10147062,Compensation and Benefits Department,10108062,Compensation Division,ZH,Perbantuan (Subholding) non SAP,ZH,Perbantuan (Subholding) non SAP,2061,PT Pertamina Energy Termi,Z069,Kantor Pertamina Energy Termi Subholding 69,Z069,Kantor Energy Termi Subholding 69,1,DC100064,Continuous Improvement Manager,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1165,Regular emp.,EMASG064,,Qori Azzahra 4,1993-02-15T00:00:00,DUM0233804,123456789,,2027-07-01T00:00:00,3,Active,999912,987654630,Generalist/ ExecutionITGovernance,D43029751,IT Governance Management,DP00000334,(mov) Process Excellence Lead,(mov) Process Excellence Lead,202501,DUM0233741,Andika Pratama 4,,
100,10147063,Employee Relations Department,10108063,Employee Relations Division,Y2,Promosi,Y2,Promosi,2060,PT Pertamina Marine Solut,Z065,Kantor Pertamina Marine Solut Subholding 65,Z065,Kantor Marine Solut Subholding 65,1,DC100065,Operational Excellence Head,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1166,Regular emp.,EMASG065,,Rizky Maulana 4,1993-02-15T00:00:00,DUM0233805,123456789,,2027-07-01T00:00:00,3,Active,999912,987654631,Generalist/ ExecutionITService,D54130862,IT Service Management,DP00000335,(mov) Continuous Improvement Manager,(mov) Continuous Improvement Manager,202501,DUM0233741,Andika Pratama 4,,
100,10147064,Workforce Planning Department,10108064,Workforce Strategy Division,Y5,Demosi,Y5,Demosi,2060,PT Pertamina Marine Solut,Z066,Kantor Pertamina Marine Solut Subholding 66,Z066,Kantor Marine Solut Subholding 66,1,DC100066,Business Excellence Manager,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1167,Regular emp.,EMASG066,,Selvi Permatasari 4,1993-02-15T00:00:00,DUM0233806,123456789,,2027-07-01T00:00:00,3,Active,999912,987654632,Generalist/ ExecutionITInfrastructure,D65241973,IT Infrastructure Management,DP00000336,(mov) Operational Excellence Head,(mov) Operational Excellence Head,202501,DUM0233741,Andika Pratama 4,DUM0233742,Budi Santoso 4
100,10147065,Organizational Development Department,10108065,Organization Development Division,92,tugas belajar,92,tugas belajar,2060,PT Pertamina Marine Solut,Z067,Kantor Pertamina Marine Solut Subholding 67,Z067,Kantor Marine Solut Subholding 67,1,DC100067,Quality Management Lead,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1168,Regular emp.,EMASG067,,Tegar Nugraha 4,1993-02-15T00:00:00,DUM0233807,123456789,,2027-07-01T00:00:00,3,Active,999912,987654633,Generalist/ ExecutionNetworkOperations,D76352084,Network Operations Management,DP00000337,(mov) Business Excellence Manager,(mov) Business Excellence Manager,202501,,,,
100,10147066,Corporate Planning Department,10108066,Corporate Planning Division,Y4,Rotasi,Y4,Rotasi,2062,PT Pertamina Marine Engin,Z073,Kantor Pertamina Marine Engin Subholding 73,Z073,Kantor Marine Engin Subholding 73,1,DC100068,Performance Management Supervisor,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1169,Regular emp.,EMASG068,,Umar Hakim 4,1993-02-15T00:00:00,DUM0233808,123456789,,2027-07-01T00:00:00,3,Active,999912,987654634,Generalist/ ExecutionDataCenter,D87463195,Data Center Management,DP00000338,(mov) Quality Management Lead,(mov) Quality Management Lead,202501,DUM0233741,Andika Pratama 4,DUM0233742,Budi Santoso 4
100,10147067,Strategic Planning Department,10108067,Corporate Strategy Division,ZH,Perbantuan (Subholding) non SAP,ZH,Perbantuan (Subholding) non SAP,2062,PT Pertamina Marine Engin,Z074,Kantor Pertamina Marine Engin Subholding 74,Z074,Kantor Marine Engin Subholding 74,1,DC100069,Sales Operations Manager,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1170,Regular emp.,EMASG069,,Vania Setiawan 4,1993-02-15T00:00:00,DUM0233809,123456789,,2027-07-01T00:00:00,3,Active,999912,987654635,Generalist/ ExecutionCloudInfrastructure,D98574206,Cloud Infrastructure Management,DP00000339,(mov) Performance Management Supervisor,(mov) Performance Management Supervisor,202501,DUM0233741,Andika Pratama 4,,
100,10147068,Performance Management Department,10108068,Performance Management Division,Y2,Promosi,Y2,Promosi,2061,PT Pertamina Energy Termi,Z070,Kantor Pertamina Energy Termi Subholding 70,Z070,Kantor Energy Termi Subholding 70,1,DC100070,Sales Planning Lead,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1171,Regular emp.,EMASG070,,Wira Pratama 4,1993-02-15T00:00:00,DUM0233810,123456789,,2027-07-01T00:00:00,3,Active,999912,987654636,Generalist/ ExecutionApplicationManagement,D19685317,Application Management,DP00000340,(mov) Sales Operations Manager,(mov) Sales Operations Manager,202501,DUM0233741,Andika Pratama 4,,
100,10147069,Investment Department,10108069,Investment Management Division,Y5,Demosi,Y5,Demosi,2061,PT Pertamina Energy Termi,Z071,Kantor Pertamina Energy Termi Subholding 71,Z071,Kantor Energy Termi Subholding 71,1,DC100071,Sales Enablement Head,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1172,Regular emp.,EMASG071,,Yuni Lestari 4,1993-02-15T00:00:00,DUM0233811,123456789,,2027-07-01T00:00:00,3,Active,999912,987654637,Generalist/ ExecutionSoftwareEngineering,D20796428,Software Engineering Management,DP00000341,(mov) Sales Planning Lead,(mov) Sales Planning Lead,202501,DUM0233741,Andika Pratama 4,DUM0233742,Budi Santoso 4
100,10147070,Corporate Finance Department,10108070,Corporate Finance Division,92,tugas belajar,92,tugas belajar,2061,PT Pertamina Energy Termi,Z072,Kantor Pertamina Energy Termi Subholding 72,Z072,Kantor Energy Termi Subholding 72,1,DC100072,Revenue Management Manager,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1173,Regular emp.,EMASG072,,Zainal Abidin 4,1993-02-15T00:00:00,DUM0233812,123456789,,2027-07-01T00:00:00,3,Active,999912,987654638,Generalist/ ExecutionTechnologyArchitecture,D31807539,Technology Architecture Management,DP00000342,(mov) Sales Enablement Head,(mov) Sales Enablement Head,202501,,,,
100,10147071,Financial Planning Department,10108071,Financial Planning Division,Y4,Rotasi,Y4,Rotasi,2138,PT Pertamina Lubricants,Z078,Kantor Pertamina Lubricants Subholding 78,Z078,Kantor Lubricants Subholding 78,1,DC100073,Channel Management Supervisor,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1174,Regular emp.,EMASG073,,Agung Kurniawan 4,1993-02-15T00:00:00,DUM0233813,123456789,,2027-07-01T00:00:00,3,Active,999912,987654639,Generalist/ ExecutionEnterpriseArchitecture,D42918640,Enterprise Architecture Management,DP00000343,(mov) Revenue Management Manager,(mov) Revenue Management Manager,202501,DUM0233741,Andika Pratama 4,DUM0233742,Budi Santoso 4
100,10147072,Financial Reporting Department,10108072,Financial Reporting Division,ZH,Perbantuan (Subholding) non SAP,ZH,Perbantuan (Subholding) non SAP,2138,PT Pertamina Lubricants,Z079,Kantor Pertamina Lubricants Subholding 79,Z079,Kantor Lubricants Subholding 79,1,DC100074,Account Management Lead,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1175,Regular emp.,EMASG074,,Bima Saputra 4,1993-02-15T00:00:00,DUM0233814,123456789,,2027-07-01T00:00:00,3,Active,999912,987654640,Generalist/ ExecutionDatabase,D53029751,Database Management,DP00000344,(mov) Channel Management Supervisor,(mov) Channel Management Supervisor,202501,DUM0233741,Andika Pratama 4,,
100,10147073,Budget Management Department,10108073,Budget Planning Division,Y2,Promosi,Y2,Promosi,2062,PT Pertamina Marine Engin,Z075,Kantor Pertamina Marine Engin Subholding 75,Z075,Kantor Marine Engin Subholding 75,1,DC100075,Key Account Management Manager,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1176,Regular emp.,EMASG075,,Cindy Maharani 4,1993-02-15T00:00:00,DUM0233815,123456789,,2027-07-01T00:00:00,3,Active,999912,987654641,Generalist/ ExecutionDataManagement,D64130862,Data Management,DP00000345,(mov) Account Management Lead,(mov) Account Management Lead,202501,DUM0233741,Andika Pratama 4,,
100,10147074,Credit Risk Department,10108074,Credit Risk Division,Y5,Demosi,Y5,Demosi,2062,PT Pertamina Marine Engin,Z076,Kantor Pertamina Marine Engin Subholding 76,Z076,Kantor Marine Engin Subholding 76,1,DC100076,Commercial Operations Head,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1177,Regular emp.,EMASG076,,Doni Firmansyah 4,1993-02-15T00:00:00,DUM0233816,123456789,,2027-07-01T00:00:00,3,Active,999912,987654642,Generalist/ ExecutionDataGovernance,D75241973,Data Governance Management,DP00000346,(mov) Key Account Management Manager,(mov) Key Account Management Manager,202501,DUM0233741,Andika Pratama 4,DUM0233742,Budi Santoso 4
100,10147075,Market Risk Department,10108075,Market Risk Division,92,tugas belajar,92,tugas belajar,2062,PT Pertamina Marine Engin,Z077,Kantor Pertamina Marine Engin Subholding 77,Z077,Kantor Marine Engin Subholding 77,1,DC100077,Customer Operations Manager,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1178,Regular emp.,EMASG077,,Elsa Wulandari 4,1993-02-15T00:00:00,DUM0233817,123456789,,2027-07-01T00:00:00,3,Active,999912,987654643,Generalist/ ExecutionDataAnalytics,D86352084,Data Analytics Management,DP00000347,(mov) Commercial Operations Head,(mov) Commercial Operations Head,202501,,,,
